"297,9","223,4","913,4","656,6","49925,4","49,93"
"442,0","161,7","1009,4","730,1","26146,9","77,22"
"152,9","176,4","1001,6","684,0","31117,0","36,61"
"284,6","164,7","942,0","847,7","27138,6","44,18"
"379,3","153,9","919,2","828,1","23672,9","49,24"
"245,0","183,7","937,8","844,0","33728,1","37,56"
"246,4","184,7","1007,8","742,5","34125,2","23,94"
"209,2","156,0","1022,7","756,5","24341,0","29,00"
"490,0","196,0","1102,5","600,7","38416,0","50,02"
"144,1","198,0","842,8","812,4","39188,2","19,59"
"245,0","188,0","929,9","840,1","35330,5","40,34"
"470,4","188,2","917,5","698,0","35404,2","53,23"
"233,2","182,3","1096,6","773,2","33226,0","17,19"
"289,1","181,3","1047,6","753,6","32869,7","14,50"
"161,7","171,6","985,7","731,7","29445,9","19,03"
"343,0","198,9","954,5","759,5","39577,1","29,38"
"299,2","199,4","946,1","618,4","39772,3","25,37"
"150,0","174,9","981,9","674,9","30600,5","25,05"
"382,1","143,0","925,8","740,7","20443,9","77,81"
"182,5","182,0","1061,7","749,0","33118,9","7,84"
"300,9","189,1","948,6","795,8","35773,9","35,43"
"505,7","158,8","785,0","786,0","25204,7","40,54"
"371,9","150,8","1111,6","592,9","22747,3","53,80"
"198,0","201,9","923,2","785,0","40755,5","9,65"
"120,1","199,4","939,0","784,1","39772,3","23,80"
"246,4","184,7","1007,8","742,5","34125,2","36,23"
"307,0","172,0","1026,0","599,6","29580,6","63,60"
"347,9","142,1","947,7","853,6","20192,4","54,34"
"133,0","182,0","1054,7","744,1","33118,9","17,84"
"225,4","191,6","1008,8","743,4","36706,7","30,91"
"355,3","161,6","925,8","740,7","26115,2","34,59"
"490,0","137,2","946,7","835,9","18823,8","66,22"
"249,9","188,2","872,0","926,1","35404,2","8,04"
"437,1","158,8","947,7","697,8","25204,7","37,26"
"481,2","197,0","805,6","685,0","38801,1","37,16"
"292,0","160,7","933,9","768,3","25830,9","35,14"
"207,9","176,7","1036,4","763,7","31220,8","38,82"
"209,2","151,5","1031,3","760,0","22954,7","17,02"
"140,1","186,9","948,1","630,6","34926,4","29,14"
"231,3","188,2","953,1","734,1","35404,2","20,01"
"146,0","179,3","933,9","764,4","32162,8","23,05"
"146,0","172,5","830,1","875,1","29749,4","32,30"
"247,5","182,0","1089,4","768,6","33118,9","11,25"
"283,2","191,0","905,6","744,9","36481,8","45,33"
"465,5","223,4","913,4","582,1","49925,4","37,83"
"280,6","141,8","984,5","787,6","20108,9","37,24"
"329,3","178,4","966,3","800,7","31812,3","43,96"
"269,6","156,3","1032,5","762,0","24432,8","23,32"
"380,8","154,7","835,1","907,2","23945,1","27,54"
"234,8","182,0","922,8","651,0","33118,9","38,65"
"355,3","161,6","925,8","740,7","26115,2","34,59"
"465,5","139,2","1076,0","628,2","19365,5","56,09"
"372,4","223,4","913,4","656,6","49925,4","51,47"
"207,8","155,8","1063,7","783,5","24279,9","37,73"
"166,9","182,0","1006,1","709,8","33118,9","25,22"
"291,8","197,3","860,8","642,2","38917,0","52,45"
"189,6","182,0","978,2","690,2","33118,9","31,98"
"246,8","143,2","985,9","881,8","20499,9","32,69"
"355,3","161,6","925,8","740,7","26115,2","69,87"
"307,5","166,5","906,8","767,2","27722,9","37,69"
"509,6","166,6","837,9","837,9","27755,6","59,07"
"260,7","223,4","913,4","656,6","49925,4","47,73"
"372,4","223,4","913,4","582,1","49925,4","35,72"
"267,3","205,5","885,9","666,1","42232,7","36,43"
"209,5","178,1","1044,7","769,8","31707,5","12,92"
"194,6","188,2","958,8","809,0","35404,2","43,41"
"158,8","211,7","805,6","625,2","44808,4","39,04"
"244,1","154,9","968,0","871,2","24005,8","28,11"
"416,5","150,4","835,1","869,4","22629,2","59,08"
"169,0","153,7","986,2","839,3","23612,6","35,13"
"170,0","161,5","986,1","777,6","26083,5","37,44"
"379,3","153,9","919,2","828,1","23672,9","45,75"
"225,1","191,3","1007,5","742,4","36594,2","40,04"
"355,3","161,6","925,8","740,7","26115,2","54,78"
"324,4","188,2","1004,5","804,6","35404,2","14,02"
"294,0","207,8","860,4","713,4","43164,2","23,36"
"317,2","180,1","923,8","646,7","32444,7","48,80"
"358,7","187,2","807,5","741,9","35036,4","64,59"
"267,3","182,0","992,2","700,0","33118,9","30,75"
"490,0","196,0","1102,5","600,7","38416,0","46,28"
"160,9","177,6","832,3","829,1","31533,2","14,79"
"149,9","174,4","982,0","675,2","30429,3","25,05"
"311,6","205,8","843,8","722,3","42353,6","39,26"
"246,4","184,7","1007,8","742,5","34125,2","43,33"
"280,6","141,8","984,5","787,6","20108,9","71,53"
"166,9","182,0","1006,1","709,8","33118,9","10,52"
"324,4","188,2","958,4","808,5","35404,2","15,93"
"188,2","188,2","911,2","701,8","35404,2","49,72"
"207,9","176,7","1036,4","763,7","31220,8","24,40"
"300,9","189,1","948,6","795,8","35773,9","32,26"
"149,9","188,2","870,2","924,2","35404,2","25,79"
"137,1","196,3","897,7","738,3","38531,3","35,71"
"246,4","189,0","1022,7","739,2","35736,9","20,32"
"430,2","182,3","867,2","693,7","33226,0","64,68"
"220,5","177,4","1090,7","816,3","31463,7","10,95"
"186,5","163,3","1057,4","782,9","26656,4","31,09"
"231,3","189,1","948,6","867,3","35773,9","24,58"
"289,8","168,1","936,0","842,0","28247,5","22,49"
"155,4","171,6","934,2","705,3","29445,9","27,13"
"308,7","142,1","1107,4","730,1","20192,4","80,12"
"232,8","223,4","913,4","582,1","49925,4","38,22"
"271,6","157,4","954,4","858,1","24771,0","22,68"
"209,4","178,1","1044,5","769,7","31707,5","44,80"
"371,9","150,8","1111,6","592,9","22747,3","55,37"
"324,4","188,2","1004,5","804,6","35404,2","31,11"
"129,4","175,3","849,6","720,9","30737,8","32,64"
"254,7","167,2","917,0","747,6","27951,8","48,77"
"209,4","178,1","1044,5","769,7","31707,5","49,75"
"186,5","158,7","1066,3","786,5","25173,6","9,26"
"529,2","169,5","1102,5","600,7","28743,8","72,69"
"198,0","201,9","923,2","785,0","40755,5","22,79"
"247,3","143,4","968,0","871,2","20556,1","21,34"
"309,8","182,0","957,5","675,5","33118,9","37,93"
"367,5","124,1","835,1","972,7","15392,9","55,57"
"459,6","135,0","835,1","823,7","18236,9","39,40"
"351,8","150,9","923,2","785,0","22776,8","61,68"
"389,1","182,0","1019,8","719,6","33118,9","24,94"
"260,7","223,4","913,4","656,6","49925,4","50,70"
"351,8","150,9","923,2","785,0","22776,8","58,30"
"244,1","154,9","968,0","871,2","24005,8","50,04"
"260,7","223,4","913,4","656,6","49925,4","51,85"
"275,4","181,3","1081,9","758,5","32869,7","21,99"
"207,8","199,4","953,9","735,0","39772,3","14,73"
"271,5","186,8","927,6","652,3","34889,8","42,71"
"177,8","166,2","1034,5","762,2","27625,1","27,21"
"233,3","183,0","930,9","830,1","33476,6","25,18"
"278,3","164,9","951,0","778,3","27203,2","40,11"
"379,3","153,9","919,2","828,1","23672,9","45,75"
"269,6","156,3","1032,5","762,0","24432,8","55,71"
"132,3","176,4","941,8","788,9","31117,0","13,02"
"290,1","188,2","1063,3","749,7","35404,2","21,22"
"186,5","163,3","1057,4","782,9","26656,4","32,89"
"170,0","161,5","986,1","777,6","26083,5","22,62"
"120,1","199,4","939,0","784,1","39772,3","32,53"
"385,1","188,2","921,8","769,9","35404,2","38,81"
"303,8","188,2","991,8","813,4","35404,2","16,90"
"130,3","188,2","908,9","822,4","35404,2","6,74"
"147,0","170,5","1047,6","661,5","29077,1","36,68"
"271,5","187,2","948,6","838,9","35036,4","20,83"
"332,2","181,3","1047,6","738,9","32869,7","20,74"
"232,8","223,4","913,4","582,1","49925,4","29,48"
"284,4","182,0","978,2","690,2","33118,9","21,42"
"392,0","183,3","1004,5","730,1","33584,2","42,83"
"385,1","188,2","921,2","742,8","35404,2","18,73"
"343,0","198,9","954,5","759,5","39577,1","32,07"
"437,1","158,8","947,7","697,8","25204,7","54,15"
"194,6","188,2","958,8","809,0","35404,2","37,31"
"120,1","199,4","939,0","784,1","39772,3","3,25"
"231,3","190,1","948,6","867,3","36145,6","21,51"
"256,8","191,1","877,1","718,3","36519,2","33,05"
"209,2","156,0","1022,7","756,5","24341,0","50,23"
"343,0","198,9","954,5","759,5","39577,1","17,77"
"245,0","183,7","937,8","844,0","33728,1","24,42"
"373,8","182,0","1082,5","768,6","33118,9","22,04"
"415,5","164,6","805,6","735,0","27106,3","31,47"
"209,2","156,0","1022,7","756,5","24341,0","51,90"
"158,8","175,4","821,2","726,2","30772,2","33,08"
"368,5","210,3","983,4","747,2","44229,5","35,57"
"271,7","157,5","1040,5","766,9","24801,8","61,88"
"317,2","180,1","923,8","646,7","32444,7","27,73"
"151,9","189,1","1026,1","683,1","35773,9","17,91"
"209,2","151,5","1031,3","760,0","22954,7","50,40"
"245,0","155,8","842,8","784,0","24279,9","66,51"
"165,5","155,1","1059,2","780,3","24066,6","23,04"
"430,2","182,3","867,2","693,7","33226,0","70,27"
"470,4","188,2","917,5","698,0","35404,2","43,06"
"143,1","178,4","966,3","800,7","31812,3","23,27"
"430,2","182,3","867,2","693,7","33226,0","71,83"
"269,6","156,3","1032,5","762,0","24432,8","37,99"
"132,3","192,1","945,7","630,1","36894,7","21,47"
"246,4","184,7","1007,8","742,5","34125,2","42,71"
"514,5","185,2","1102,5","600,7","34306,4","41,57"
"314,9","186,7","852,6","758,5","34853,2","56,08"
"342,0","188,2","1026,1","789,9","35404,2","17,77"
"415,5","164,6","805,6","735,0","27106,3","70,66"
"437,1","158,8","947,7","697,8","25204,7","43,53"
"225,4","191,6","1008,8","743,4","36706,7","34,63"
"331,1","171,4","925,8","740,7","29378,6","48,90"
"303,8","188,2","950,6","833,0","35404,2","27,36"
"208,3","156,2","983,7","885,7","24402,2","46,79"
"416,5","148,4","917,3","787,6","22014,3","60,56"
"303,8","164,5","896,0","787,9","27074,1","44,39"
"186,5","163,3","1057,4","782,9","26656,4","19,03"
"133,7","168,2","904,1","749,1","28280,5","28,49"
"255,7","196,6","847,2","746,3","38646,8","31,75"
"269,6","156,3","1032,5","762,0","24432,8","57,44"
"196,0","176,4","1102,5","828,1","31117,0","7,68"
